x_1,t_eng_1,t_fil_1,x_2,t_eng_2,t_fil_2,label,bisim,editex,editex_separate_substitutions,editex_separate_insertions,editex_separate_deletions,lcsubstring,lcsuf,levenshtein,levenshtein_consonant,levenshtein_separate_substitutions,levenshtein_separate_insertions,levenshtein_separate_deletions,prefix,visual_weighted,visual_weighted_separate_substitutions,visual_weighted_separate_insertions,visual_weighted_separate_deletions,aline_eng_kondrak_eng,aline_eng_kondrak_fil,aline_ph_mc_eng,aline_ph_mc_fil,len_diff,common_prefix_len,common_suffix_len,consonant_count_diff,syllable_diff,syllable_count_diff,vowel_count_diff,fil_vowel_skeleton_match,fil_penult_vowel_match,fil_onset_match,fil_coda_match,fil_phonetic_equal,n_marked,english_prominence_match
lamotrigine,læmətɹɪdʒɪn,lamotɾigine,levothyroxine,lɛvəθɪɹəksaɪn,levatjɾoksʔineʔ,1,0.30769232,0.80851066,4,2,0,0.23076923,0.23076923,0.53846157,0.5,4,2,0,0.07692308,0.75,4,2,0,0.7113924,0.5768421,0.6240506,0.46105263,2,1,3,2,0,1,0,0,0,1,1,0,0,1
diovan,dɪɑːvæn,diovan,zyban,zaɪbən,zjban,1,0.16666667,0.71428573,3,0,1,0.33333334,0.33333334,0.3333333,0.25,3,0,1,0.0,0.6363636,3,0,1,0.8888889,0.475,0.5555556,0.475,1,0,2,1,1,1,2,0,1,0,1,0,2,1
emflaza,ɛmflɑːzə,ʔemflasa,enflonsia,ɛnflɑːnsiə,ʔenflonsia,0,0.22222222,0.7741935,3,2,0,0.22222222,0.11111111,0.44444442,0.39999998,3,2,0,0.11111111,0.71875,3,2,0,0.7381818,0.7741935,0.7090909,0.63870966,2,1,1,1,0,1,1,0,1,1,0,0,1,0
tanzeum,tænziːəm,tansjum,toujeo,taʊdʒɪoʊ,toʔuʤeo,1,0.14285715,0.6521739,4,0,1,0.14285715,0.0,0.28571427,0.25,4,0,1,0.14285715,0.6153846,4,0,1,0.7195652,0.36666667,0.5195652,0.22444445,1,1,0,2,0,1,1,1,1,1,0,0,1,0
spravato,spɹævɑːɾoʊ,spɾavatoʔ,steglatro,stɛglætɹoʊ,steglatɾo,1,0.22222222,0.7058823,4,1,0,0.22222222,0.11111111,0.44444442,0.3333333,4,1,0,0.11111111,0.7058823,4,1,0,0.5967742,0.55263156,0.60967743,0.48947367,1,1,1,1,0,0,0,0,1,1,1,0,1,1
silodosin,saɪlədɑːsɪn,silodosin,sirolimus,sɪɹəlɪməs,siɾolimus,1,0.22222222,0.75,6,0,0,0.22222222,0.0,0.3333333,0.39999998,6,0,0,0.22222222,0.64705884,6,0,0,0.6716667,0.6036364,0.47833332,0.5709091,0,2,0,0,0,0,0,0,0,1,0,0,0,1
methyltestosterone,mɛθəlɾɪstɑːstɚɹoʊn,methjltestosteɾone,methyldopate hcl,mɛθəldɑːpeɪt eɪtʃsiːɛl,methjldopateʔhkl,0,0.3888889,0.74603176,7,0,3,0.33333334,0.0,0.44444442,0.5,8,0,2,0.33333334,0.6969697,7,0,3,0.63391304,0.6315789,0.5269565,0.6122807,2,6,0,1,2,0,2,0,1,1,0,0,0,1
alkeran,ælkɚɹən,ʔalkeɾan,myleran,maɪlɚɹən,mjleɾan,1,0.42857143,0.82142854,1,1,1,0.5714286,0.5714286,0.57142854,0.39999998,3,0,0,0.0,0.78571427,3,0,0,0.74791664,0.58,0.70625,0.58,0,0,4,1,1,0,1,1,1,0,1,0,0,1
cetacort,sɛɾɐkɔːɹt,ketakoɾt,kenacort,kɛnɐkɔːɹt,kenakoɾt,0,0.5,0.90625,2,0,0,0.625,0.625,0.75,0.6,2,0,0,0.0,0.875,2,0,0,0.78,0.9,0.772,0.9,0,0,5,0,0,0,0,1,1,0,1,0,0,1
viagra,vaɪægɹə,vjagɾa,viadur,vaɪədjʊɹ,viaduɾ,0,0.5,0.72727275,3,0,0,0.5,0.0,0.5,0.6666666,3,0,0,0.5,0.75,3,0,0,0.7708333,0.57894737,0.6375,0.4631579,0,3,0,0,0,0,0,0,1,1,0,0,0,0
duloxetine,duːləksɛtiːn,duloksetine,eloxatin,ɪlɑːksɐtɪn,ʔeloksatin,0,0.4,0.8333333,2,0,2,0.3,0.0,0.6,0.8,2,0,2,0.0,0.7777778,2,0,2,0.86774194,0.80895525,0.7225807,0.7164179,2,0,0,1,1,0,1,0,0,0,1,0,0,1
fortical,fɔːɹɾɪkəl,foɾtikal,farydak,fɑːɹɹɪdæk,faɾjdak,0,0.125,0.73333335,4,0,1,0.125,0.0,0.375,0.39999998,4,0,1,0.125,0.6666666,4,0,1,0.778,0.73,0.61,0.55,1,1,0,0,1,0,1,0,1,1,0,0,0,1
restoril,ɹɪstoːɹəl,ɾestoɾil,risperdal,ɹɪspɜːdəl,ɾispeɾdal,1,0.22222222,0.7941176,4,1,0,0.22222222,0.11111111,0.44444442,0.6666666,4,1,0,0.11111111,0.6969697,4,1,0,0.884,0.81578946,0.884,0.7245614,1,1,1,1,0,0,0,0,1,1,1,0,1,1
sudafed,suːdeɪft,sudafed,histafed,hɪsteɪft,histafed,0,0.375,0.79310346,3,1,0,0.5,0.5,0.5,0.6,3,1,0,0.0,0.73333335,3,1,0,0.7,0.7,0.7,0.7,1,0,4,1,0,0,0,0,1,0,1,0,1,1
malarone,mælɐɹoʊn,malaɾone,mefloquine,mɛfləkwaɪn,meflokine,1,0.2,0.7714286,4,2,0,0.2,0.2,0.39999998,0.6,4,2,0,0.1,0.6666666,4,2,0,0.66612905,0.6890909,0.5564516,0.48909092,2,1,2,1,0,0,1,0,0,1,1,0,0,1
tromethamine,tɹoʊmθɐmiːn,tɾomethamine,promethazine plain,pɹoʊmiːθeɪziːn pleɪn,pɾomethasʔineʔplaʔin,0,0.44444445,0.76363635,2,5,0,0.3888889,0.0,0.5555556,0.45454544,2,6,0,0.0,0.7586207,2,5,0,0.5223301,0.50079364,0.4407767,0.50396824,6,0,0,3,1,2,2,0,1,0,1,0,0,1
duloxetine,duːləksɛtiːn,duloksetine,fluoxetine,fljuːəksɛtiːn,fluʔoksetine,1,0.6,0.84615386,3,0,0,0.7,0.7,0.7,0.8,3,0,0,0.0,0.85,3,0,0,0.7521739,0.71216214,0.7289855,0.71756756,0,0,7,0,1,0,0,1,1,0,1,0,0,1
lanoxin,lænəksɪn,lanoksin,naloxone,næləksoʊn,naloksone,1,0.125,0.76666665,3,1,0,0.25,0.0,0.5,0.5,3,1,0,0.0,0.73333335,3,1,0,0.6290909,0.6036364,0.6290909,0.5854545,1,0,0,0,1,0,1,0,1,0,1,0,0,1
apixaban,ɐpɪksæbən,ʔapiksaban,axitinib,æksɪtɪnɪb,ʔaksitinib,1,0.125,0.6875,6,0,0,0.125,0.0,0.25,0.25,6,0,0,0.125,0.625,6,0,0,0.73636365,0.7064516,0.6890909,0.57741934,0,1,0,0,0,0,0,0,0,1,0,0,0,1
filkri,fɪlkɹi,filkɾiʔ,filspari,fɪlspæɹi,filspaɾiʔ,0,0.5,0.78571427,1,2,0,0.375,0.25,0.625,0.6,1,2,0,0.375,0.7692308,1,2,0,0.626,0.67192984,0.626,0.67192984,2,3,2,1,1,1,1,0,0,1,1,0,0,0
gastrovist,gæstɹəvɪst,gastɾovist,md gastroview,ɛmdiː gæstɹəvjuː,mdgastɾovjew,0,0.53846157,0.8095238,2,2,0,0.61538464,0.0,0.6153846,0.44444442,2,3,0,0.0,0.8181818,2,2,0,0.58395064,0.6448718,0.57160497,0.6320513,3,0,0,1,0,1,1,0,0,0,0,0,0,1
propylthiouracil,pɹoʊpəlθjɚɹæsɪl,pɾopjltjʔawɾasjl,purinethol,pjʊɹɹaɪnθɑːl,puɾinethol,1,0.125,0.625,4,1,7,0.125,0.0625,0.3125,0.5,5,0,6,0.0625,0.5686275,5,0,6,0.50215054,0.2783019,0.40107527,0.22735849,6,1,1,4,0,2,2,0,1,1,1,0,0,1
bidex,baɪdɛks,bideks,videx,vaɪdɛks,vidjks,1,0.6,0.9,1,0,0,0.8,0.8,0.8,0.6666666,1,0,0,0.0,0.9,1,0,0,0.95581394,0.6775,0.95581394,0.6775,0,0,4,0,0,0,0,1,1,0,1,0,0,1
benadryl,bɛnɐdɹɪl,benadɾjl,benazepril,bɛneɪzpɹəl,benasepɾil,1,0.4,0.8055556,2,2,0,0.4,0.1,0.6,0.5,2,2,0,0.4,0.7714286,2,2,0,0.8048387,0.61451614,0.61451614,0.60806453,2,4,1,0,2,1,2,0,0,1,1,0,0,1
alfentanil,ɐlfɛntɐnɪl,ʔalfentanil,sufentanil,suːfəntænɪl,sufentanil,1,0.7,0.9,2,0,0,0.8,0.8,0.8,0.8333333,2,0,0,0.0,0.8947368,2,0,0,0.83870965,0.75652176,0.67096776,0.7246377,0,0,8,0,0,0,0,0,1,0,1,0,0,1
sonata,sənɑːɾə,sonataʔ,sovuna,səvuːnə,sovunaʔ,0,0.5,0.7916667,3,0,0,0.33333334,0.16666667,0.5,0.3333333,3,0,0,0.33333334,0.75,3,0,0,0.60555553,0.7186046,0.49444443,0.6395349,0,2,1,0,0,0,0,1,1,1,1,0,2,1
tiazac,tiːəzæk,tiasak,ziac,zaɪək,ziak,1,0.33333334,0.7222222,1,0,2,0.33333334,0.33333334,0.5,0.6666666,1,0,2,0.0,0.7,1,0,2,0.6722222,0.5972222,0.43611112,0.4888889,2,0,2,1,1,0,1,0,0,0,1,0,1,0
hydrochlorothiazide,haɪdɹəkloːɹoʊθɪeɪzaɪd,hjdɾoʧloɾothiʔazide,telmisartan and hydrochlorothiazide,tɛlmɪsɑːɹtən ænd haɪdɹəkloːɹoʊθɪeɪzaɪd,telmisaɾtanʔandhjdɾoʧloɾothiʔazide,0,0.51428574,0.71428573,0,14,0,0.54285717,0.54285717,0.54285717,0.5217391,0,16,0,0.0,0.7307692,0,14,0,0.57281554,0.55607474,0.57281554,0.55607474,16,0,19,9,5,5,5,0,1,0,1,0,2,1
zegerid,zɛdʒɚɹɪd,zegeɾid,zestril,zɛstɹəl,zestɾil,1,0.42857143,0.78571427,3,0,0,0.2857143,0.0,0.57142854,0.39999998,3,0,0,0.2857143,0.7777778,3,0,0,0.622,0.5555556,0.538,0.5377778,0,2,0,1,1,1,1,0,1,1,0,0,0,0
invega,ɪnviːgə,ʔinvega,invokamet,ɪnvɑːkæmɪt,ʔinvokamet,0,0.33333334,0.7,2,3,0,0.33333334,0.0,0.44444442,0.39999998,2,3,0,0.33333334,0.6666666,2,3,0,0.62545455,0.66451615,0.49818182,0.66451615,3,3,0,2,1,1,1,0,0,1,0,0,1,0
mitomycin,maɪɾəmaɪsɪn,mitomjsjn,robimycin,ɹɑːbɪmaɪsɪn,ɾobimjsjn,0,0.44444445,0.8333333,4,0,0,0.5555556,0.5555556,0.5555556,0.6666666,4,0,0,0.0,0.7777778,4,0,0,0.76153845,0.8169491,0.6615385,0.7898305,0,0,5,0,0,0,0,0,1,0,1,0,0,1
bupropion,bʌpɹoʊpiən,bupɾopjon,nutropin,nʌtɹəpɪn,nutɾopin,0,0.33333334,0.8484849,2,0,1,0.44444445,0.11111111,0.6666666,0.6,2,0,1,0.0,0.8235294,2,0,1,0.77,0.7157895,0.6166667,0.7122807,1,0,1,0,0,1,1,0,0,0,1,0,0,1
glucotrol,gluːkətɹɑːl,glukotɾol,nicotrol,nɪkətɹɑːl,nikotɾol,0,0.5555556,0.85294116,2,0,1,0.6666667,0.6666667,0.6666666,0.6666666,2,0,1,0.0,0.85294116,2,0,1,0.74210525,0.7403509,0.7245614,0.7403509,1,0,6,1,0,0,0,0,1,0,1,0,0,1
fentanyl,fɛntɐnaɪl,fentanjl,sufentanil,suːfəntænɪl,sufentanil,1,0.5,0.8611111,1,2,0,0.6,0.1,0.7,0.6666666,1,2,0,0.0,0.82857144,1,2,0,0.83064514,0.67419356,0.63870966,0.67419356,2,0,1,0,2,1,2,0,1,0,1,0,0,1
novolog mix 70 30 flexpen,nɑːvəlɑːg mɪks sɛvənti θɜːɾi flɛkspən,novologmiks7030flkspen,novolog mix 70 30 penfill,nɑːvəlɑːg mɪks sɛvənti θɜːɾi pɛnfɪl,novologmiks7030penfilj,0,0.8,0.8507463,5,1,1,0.72,0.0,0.72,0.7368421,7,0,0,0.72,0.8030303,5,1,1,0.8260638,0.7284483,0.80797875,0.7284483,0,18,0,0,0,0,0,1,1,1,0,0,0,1
cinoxacin,sɪnəksæsɪn,koksasjn,ciprofloxacin,sɪpɹəflɑːksɐsɪn,kipɾofloksasjn,0,0.53846157,0.77272725,1,4,0,0.46153846,0.46153846,0.6153846,0.5,1,4,0,0.15384616,0.77272725,1,4,0,0.5534091,0.50777775,0.48863637,0.50777775,4,2,6,3,1,1,1,0,1,1,1,0,0,1
kwell,kwɛl,kwell,qwell,kjuːwɛl,kwel,1,0.6,0.9375,1,0,0,0.8,0.8,0.8,0.75,1,0,0,0.0,0.8888889,1,0,0,0.57894737,0.8484849,0.57894737,0.8484849,0,0,4,0,0,0,0,0,0,1,1,0,0,0
celexa,sɛlɛksə,kʔelksaʔ,mycelex g,maɪsɪlɛks dʒiː,mikeʔelksg,0,0.44444445,0.78571427,1,2,0,0.5555556,0.0,0.5555556,0.4285714,1,3,0,0.0,0.78571427,1,2,0,0.5432432,0.59375,0.51216215,0.59375,3,0,0,3,1,0,1,0,1,0,0,0,0,1
norco,noːɹkoʊ,noɾko,psorcon,soːɹkən,soɾkon,0,0.42857143,0.75,1,2,0,0.5714286,0.0,0.57142854,0.39999998,1,2,0,0.0,0.75,1,2,0,0.6657895,0.6447368,0.5394737,0.6342105,2,0,0,2,0,0,0,1,1,0,0,0,0,1
cubicin,kjuːbɪsɪn,kubjsjn,cubicin rf,kjuːbɪsɪn ɑːɹɹɛf,kubjsjnɾf,1,0.7,0.875,0,2,0,0.7,0.0,0.7,0.57142854,0,3,0,0.7,0.875,0,2,0,0.61728394,0.7704918,0.61728394,0.7704918,3,7,0,2,0,0,0,1,1,1,0,0,0,1
deferoxamine mesylate,dɪfɚɹɑːksɐmiːn mɛsɪleɪt,defeɾoksaminemesjlate,phentolamine mesylate,fɛntɑːlɐmiːn mɛsɪleɪt,phentolaminemesjlate,0,0.61904764,0.8607595,6,0,0,0.6666667,0.6666667,0.71428573,0.6153846,6,0,0,0.0,0.85,6,0,0,0.7073771,0.71472865,0.70409834,0.7209302,0,0,14,1,1,1,1,0,1,0,1,0,0,1
rituxan,ɹɪɾʌksən,ɾituksan,rituxan hycela,ɹɪɾʌksən haɪsɛlə,ɾituksanhikeela,1,0.5,0.7179487,0,6,0,0.5,0.0,0.5,0.44444442,0,7,0,0.5,0.7179487,0,6,0,0.5494506,0.5494506,0.5494506,0.5494506,7,7,0,4,2,3,2,0,0,1,0,0,1,0
tacrolimus,tækɹəlɪməs,takɾolimus,pimecrolimus,paɪmkɹəlɪməs,pimekɾolimus,0,0.5833333,0.8409091,2,2,0,0.6666667,0.6666667,0.6666666,0.71428573,2,2,0,0.0,0.8095238,2,2,0,0.8202703,0.7675676,0.77162164,0.7162162,2,0,8,1,1,1,1,0,1,0,1,0,0,1
retrovir,ɹɛtɹoʊvɜː,ɾetɾovjɾ,ritonavir,ɹɪtənævɪɹ,ɾitonavjɾ,1,0.33333334,0.8235294,3,1,0,0.33333334,0.33333334,0.5555556,0.8,3,1,0,0.11111111,0.7647059,3,1,0,0.64363635,0.73157895,0.59636366,0.6666667,1,1,3,0,1,1,1,0,0,1,1,0,0,1
ethosuximide,iːθəsʌksɪmaɪd,ʔethosuksimide,glutethimide,gluːɾɪθɪmaɪd,glutethimide,0,0.5,0.73913044,4,2,2,0.41666666,0.41666666,0.4166667,0.28571427,7,0,0,0.0,0.7083334,7,0,0,0.6652778,0.57790697,0.6375,0.5453488,0,0,5,1,1,1,1,0,1,0,1,0,0,1
bicitra,baɪsɪtɹə,bjsitɾa,minitran,mɪnɪtɹæn,minitɾan,0,0.375,0.8,2,1,0,0.5,0.0,0.625,0.39999998,2,1,0,0.0,0.8,2,1,0,0.684,0.49,0.538,0.482,1,0,0,1,0,0,0,0,1,0,0,0,0,0
cefuroxime,sɛfjʊɹɹɑːksaɪm,kefuɾoksime,sulfasalazine,sʌlfeɪzælɐziːn,sulfasalasʔineʔ,1,0.0,0.7173913,7,3,0,0.07692308,0.07692308,0.23076922,0.14285713,7,3,0,0.0,0.5869565,7,3,0,0.60617286,0.49569893,0.5493827,0.3516129,3,0,1,2,1,1,1,0,0,1,0,0,0,1
clinda derm,klɪndə dɜːm,klindaʔdeɾm,clindagel,klɪndeɪdʒəl,klindagel,0,0.54545456,0.8684211,2,0,1,0.54545456,0.0,0.6363636,0.5,2,0,2,0.54545456,0.8333333,2,0,1,0.7449275,0.7112676,0.6086956,0.7056338,2,6,0,1,0,0,0,1,1,1,0,0,0,1
nilotinib,naɪlətɪnɪb,nilotinib,gefitinib,dʒɛfɪtɪnɪb,gefitinib,0,0.44444445,0.8333333,4,0,0,0.5555556,0.5555556,0.5555556,0.6,4,0,0,0.0,0.7714286,4,0,0,0.7177419,0.7618182,0.62096775,0.7181818,0,0,5,0,0,0,0,0,1,0,1,0,0,1
buprenorphine,bʌpɹənoːɹfiːn,bupɾenoɾphine,probuphine,pɹɑːbəfiːn,pɾobuphine,0,0.46153846,0.77272725,3,0,3,0.3846154,0.3846154,0.53846157,0.625,3,0,3,0.0,0.73913044,3,0,3,0.6086956,0.6666667,0.54202896,0.65925926,3,0,5,2,1,1,1,0,1,0,1,0,0,1
viloxazine hydrochloride,vaɪləksæziːn haɪdɹəkloːɹaɪd,viloksasʔineʔhjdɾoʧloɾide,ziprasidone hydrochloride,zɪpɹɐsɪdoʊn haɪdɹəkloːɹaɪd,zipɾasjdonehjdɾoʧloɾide,0,0.64,0.87777776,7,1,0,0.64,0.64,0.72,0.6875,4,2,1,0.0,0.86021507,4,2,1,0.87945205,0.74968153,0.82260275,0.7407643,1,0,16,1,0,0,0,0,1,0,1,0,0,1
eribulin,ɛɹɪbjʊlɪn,ʔeɾibulin,hedulin,hɛdʒuːlɪn,hedulin,0,0.375,0.79310346,3,0,1,0.5,0.5,0.5,0.5,3,0,1,0.0,0.75,3,0,1,0.7054545,0.66,0.69454545,0.66727275,1,0,4,0,1,1,1,0,1,0,1,0,0,1
clonazepam,klɑːneɪzpæm,klonasepam,clozapine,klɑːzɐpaɪn,klosapine,1,0.3,0.7631579,3,1,2,0.3,0.0,0.39999998,0.6666666,5,0,1,0.3,0.71052635,3,1,2,0.7290323,0.7225807,0.55,0.57741934,1,3,0,1,0,1,0,0,0,1,0,0,0,1
mifepristone,maɪfpɹɪstoʊn,mifepɾistone,misoprostol,mɪsɑːpɹɑːstəl,misopɾostol,1,0.41666666,0.82608694,4,0,1,0.25,0.0,0.5833334,0.71428573,4,0,1,0.16666667,0.7826087,4,0,1,0.76486486,0.8054054,0.58513516,0.7918919,1,2,0,0,1,0,1,0,1,1,0,0,0,1
narcan,nɑːɹkæn,naɾkan,norcuron,noːɹkjʊɹɹən,noɾsuɾon,1,0.25,0.78571427,2,2,0,0.25,0.125,0.5,0.8,2,2,0,0.125,0.71428573,2,2,0,0.459375,0.578,0.371875,0.406,2,1,1,1,1,1,1,0,0,1,1,0,0,0
hydrogesic,haɪdɹoʊdʒzɪk,hjdɾogesik,co gesic,koʊ dʒɛzɪk,kogesik,0,0.4,0.78787875,1,0,3,0.5,0.5,0.5,0.4285714,3,0,2,0.0,0.7647059,1,0,3,0.59864867,0.59375,0.57567567,0.5875,2,0,5,3,0,1,0,0,1,0,1,0,2,1
roxicet,ɹɑːksɪsɪt,ɾoksjset,folicet,fɑːlɪsɪt,foliket,0,0.42857143,0.85714287,2,0,0,0.5714286,0.5714286,0.71428573,0.5,2,0,0,0.0,0.8518518,2,0,0,0.624,0.42692307,0.624,0.41346154,0,0,4,0,0,0,0,1,1,0,1,0,0,1
edetate calcium disodium,ɛdɪteɪt kælsiəm dɪsoʊdiəm,ʔedetatekalsjumdisodjum,edetate disodium,ɛdɪteɪt dɪsoʊdiəm,ʔedetatedisodjum,1,0.6666667,0.81690145,0,0,7,0.375,0.375,0.6666666,0.6153846,0,0,8,0.33333334,0.8108108,0,0,7,0.63065696,0.5874126,0.60145986,0.5874126,8,8,9,4,2,3,3,0,1,1,1,0,0,1
tolbutamide,tɑːlbjuːtæmaɪd,tolbutamide,flutamide,fluːɾɐmaɪd,flutamide,0,0.54545456,0.85,1,0,2,0.6363636,0.6363636,0.72727275,0.6666666,1,0,2,0.0,0.875,1,0,2,0.5972973,0.72686565,0.5243243,0.7328358,2,0,7,1,1,1,1,0,1,0,1,0,0,1
naphcon a,næfkən eɪ,naphkonʔa,naphcon forte,næfkən foːɹɾeɪ,naphkonfoɾte,0,0.61538464,0.775,1,4,0,0.61538464,0.0,0.6153846,0.6666666,1,4,0,0.61538464,0.75,1,4,0,0.58243245,0.63026315,0.58243245,0.59210527,4,8,0,3,1,0,1,0,1,1,0,0,0,0
zantac,zæntæk,zantak,zantac 360,zæntæk θɹiːhʌndɹɪd sɪksti,zantak360,1,0.6,1.0,0,0,0,0.6,0.0,0.6,0.5,0,4,0,0.6,1.0,0,0,0,0.27142859,1.0,0.27142859,1.0,4,6,0,0,0,0,0,1,1,1,1,1,0,1
antacid,æntæsɪd,ʔantakid,atacand,æɾɐkænd,ʔatakand,1,0.42857143,0.82142854,1,1,1,0.42857143,0.14285715,0.57142854,0.5,1,1,1,0.14285715,0.78571427,1,1,1,0.5511628,0.78,0.4255814,0.696,0,1,1,0,0,0,0,0,1,1,1,0,1,0
diprivan,dɪpɹɪvæn,dipɾivan,ditropan,dɪtɹəpæn,ditɾopan,1,0.375,0.875,3,0,0,0.25,0.25,0.625,0.6,3,0,0,0.25,0.8125,3,0,0,0.916,0.902,0.864,0.89,0,2,2,0,0,0,0,0,0,1,1,0,0,1
miralax,mɜːɹɐlæks,miɾalaks,merilog,mɛɹɪlɑːg,meɾilog,0,0.14285715,0.82142854,4,0,0,0.14285715,0.0,0.4285714,0.75,4,0,0,0.14285715,0.7037037,4,0,0,0.826,0.824,0.626,0.624,0,1,0,0,0,0,0,0,0,1,0,0,0,1
cyclophosphamide,saɪkləfɑːsfɐmaɪd,sikelophosphamide,cyclosporine,saɪkləspoːɹiːn,sikelospoɾine,1,0.4375,0.7962963,3,0,4,0.3125,0.0625,0.5625,0.5454545,3,0,4,0.3125,0.75,3,0,4,0.64835167,0.58190477,0.5736264,0.53619045,4,5,1,3,1,1,1,0,0,1,0,0,0,1
tramadol,tɹæmɐdɑːl,tɾamadol,trazodone,tɹæzədoʊn,tɾasodone,1,0.44444445,0.7941176,3,1,0,0.33333334,0.0,0.5555556,0.6,3,1,0,0.33333334,0.7647059,3,1,0,0.6818182,0.6272727,0.5327273,0.54,1,3,0,0,1,0,1,0,0,1,0,0,0,1
nimodipine,nɪmədɪpaɪn,nimodipine,nimotop,nɪmətɑːp,nimotop,0,0.4,0.7647059,2,0,3,0.4,0.0,0.5,0.6,2,0,3,0.4,0.7058823,2,0,3,0.695,0.68666667,0.6116667,0.67,3,4,0,1,2,1,2,0,0,1,0,0,0,1
hmg coa reductase inhibitors,eɪtʃɛmdʒiː koʊɚ ɹɪdʌkteɪs ɪnhɪbɪɾɚz,hmʤikoaɾeduktaseʔinhibitoɾs,nystatin,nɪstɐtɪn,njstatin,1,0.071428575,0.4126984,5,0,17,0.071428575,0.0,0.14285713,0.111111104,4,0,20,0.0,0.390625,4,0,17,0.22673796,0.18742515,0.17754011,0.18023951,20,0,0,9,7,5,8,0,1,0,0,0,0,1
amphotericin b,æmfoʊtɹɪsɪn biː,ʔamphoteɾajsjnb,amphotec,æmfoʊɾək,ʔamphotek,0,0.5,0.75,0,0,5,0.5,0.0,0.57142854,0.5555556,0,0,6,0.5,0.7619048,0,0,5,0.5303798,0.52061856,0.49240506,0.52061856,6,7,0,3,2,2,2,0,0,1,0,0,0,1
abemaciclib,ɐbɛmɐsɪklɪb,ʔabemasjslib,ribociclib,ɹɪbəsɪklɪb,ɾibosjslib,0,0.45454547,0.8095238,4,0,1,0.54545456,0.54545456,0.5454545,0.6666666,4,0,1,0.0,0.75,4,0,1,0.78656715,0.71710527,0.75671643,0.64078945,1,0,6,0,1,1,1,0,1,0,1,0,0,1
femara,fɛmɑːɹɹə,femaɾa,femtrace,fɛmtɹeɪs,femtɾakeʔ,0,0.5,0.78571427,1,2,0,0.375,0.0,0.625,0.6,1,2,0,0.375,0.78571427,1,2,0,0.654,0.47368422,0.548,0.47368422,2,3,0,2,0,1,0,1,1,1,0,0,1,1
mitomycin,maɪɾəmaɪsɪn,mitomjsjn,bristamycin,bɹɪstɐmaɪsɪn,bɾistamjsjn,0,0.36363637,0.825,2,2,0,0.45454547,0.45454547,0.6363636,0.625,2,2,0,0.0,0.8,2,2,0,0.68783784,0.7219178,0.6216216,0.65068495,2,0,5,2,0,0,0,0,1,0,1,0,0,1
amicar,æmɪkɑːɹ,ʔamikaɾ,omacor,ɑːmækɚ,ʔomakoɾ,1,0.0,0.875,3,0,0,0.16666667,0.16666667,0.5,1.0,3,0,0,0.0,0.75,3,0,0,0.73055553,0.96279067,0.525,0.6418605,0,0,1,0,0,0,0,0,0,0,1,0,0,1
buprenorphine,bʌpɹənoːɹfiːn,bupɾenoɾphine,hydromorphone,haɪdɹəmoːɹfoʊn,hjdɾomoɾphone,1,0.30769232,0.8367347,6,0,0,0.30769232,0.15384616,0.53846157,0.5555556,6,0,0,0.0,0.78846157,6,0,0,0.7632911,0.7710843,0.7278481,0.7686747,0,0,2,1,1,0,1,0,1,0,1,0,0,1
syeda,sɪɛdə,sjeda,sylevia,saɪliːviə,sjlevja,0,0.2857143,0.72727275,1,2,0,0.2857143,0.14285715,0.57142854,0.5,1,2,0,0.2857143,0.75,1,2,0,0.6173913,0.56666666,0.47608694,0.57555556,2,2,1,1,0,3,1,0,1,1,0,0,0,1
adderall,ædɚɹɔːl,ʔadɾol,inderal,ɪndɛɹəl,ʔindeɾal,1,0.5,0.85714287,2,0,1,0.625,0.125,0.625,0.6,2,0,1,0.0,0.82142854,2,0,1,0.7232558,0.664,0.6534884,0.484,1,0,1,1,0,0,0,0,1,0,1,0,1,0
cefoxitin,sɛfəksɪtɪn,kefoksitin,cefotan,sɛfɑːtən,kefotan,0,0.44444445,0.84375,1,0,2,0.44444445,0.11111111,0.6666666,0.8,1,0,2,0.44444445,0.8125,1,0,2,0.62580645,0.6048387,0.5112903,0.52903223,2,4,1,1,1,1,1,0,0,1,1,0,0,1
octocaine,ɑːktəkeɪn,ʔokokaʔineʔ,polocaine,pɑːləkeɪn,polokaʔineʔ,0,0.5555556,0.8235294,3,0,0,0.6666667,0.6666667,0.6666666,0.5,3,0,0,0.0,0.8333333,3,0,0,0.6666667,0.76119405,0.65833336,0.76119405,0,0,6,0,0,0,0,1,1,0,1,0,0,1
syndros,sɪndɹoʊz,sjndɾos,synthroid,sɪnθɹɔɪd,sjntɾoid,0,0.44444445,0.8064516,2,2,0,0.33333334,0.0,0.5555556,0.57142854,2,2,0,0.33333334,0.75,2,2,0,0.898,0.8596154,0.898,0.8326923,2,3,0,1,0,0,1,1,1,1,0,0,0,1
